filename,tokens,ner_tags
OpticalInvoice_2024-07-18_18-29-24_29.pdf,Patel,I-CUSTOMER
OpticalInvoice_2024-07-18_18-29-24_29.pdf,Ring,I-VENDOR
OpticalInvoice_2024-07-18_18-29-24_29.pdf,Road,B-ADDRESS
OpticalInvoice_2024-07-18_18-29-24_29.pdf,Near,I-VENDOR
OpticalInvoice_2024-07-18_18-29-24_29.pdf,GIDC,I-VENDOR
OpticalInvoice_2024-07-18_18-29-24_29.pdf,Estate,I-VENDOR
OpticalInvoice_2024-07-18_18-29-24_29.pdf,Gujarat-382415,I-VENDOR
OpticalInvoice_2024-07-18_18-29-24_29.pdf,State:,I-VENDOR
OpticalInvoice_2024-07-18_18-29-24_29.pdf,Maharashtra,B-ADDRESS
OpticalInvoice_2024-07-18_18-29-24_29.pdf,State:,I-VENDOR
OpticalInvoice_2024-07-18_18-29-24_29.pdf,Maharashtra,B-ADDRESS
OpticalInvoice_2024-07-18_18-29-24_29.pdf,GSTIN:,I-VENDOR
OpticalInvoice_2024-07-18_18-29-24_29.pdf,24RAQKO7048H1Z4,B-GST
OpticalInvoice_2024-07-18_18-29-24_29.pdf,PAN:,I-VENDOR
OpticalInvoice_2024-07-18_18-29-24_29.pdf,EEWDA6297G,O
OpticalInvoice_2024-07-18_18-29-24_29.pdf,GSTIN:,B-VENDOR
OpticalInvoice_2024-07-18_18-29-24_29.pdf,24RAQKO7048H1Z4,B-GST
OpticalInvoice_2024-07-18_18-29-24_29.pdf,PAN:,I-VENDOR
OpticalInvoice_2024-07-18_18-29-24_29.pdf,EEWDA6297G,O
OpticalInvoice_2024-07-18_18-29-24_29.pdf,|,O
OpticalInvoice_2024-07-18_18-29-24_29.pdf,Sr.no_|,B-VENDOR
OpticalInvoice_2024-07-18_18-29-24_29.pdf,Item,I-VENDOR
OpticalInvoice_2024-07-18_18-29-24_29.pdf,Description,O
OpticalInvoice_2024-07-18_18-29-24_29.pdf,|,O
OpticalInvoice_2024-07-18_18-29-24_29.pdf,HSN,O
OpticalInvoice_2024-07-18_18-29-24_29.pdf,|,O
OpticalInvoice_2024-07-18_18-29-24_29.pdf,Rate,B-VENDOR
OpticalInvoice_2024-07-18_18-29-24_29.pdf,~—|_—Batch_~—s|_,O
OpticalInvoice_2024-07-18_18-29-24_29.pdf,Qty,B-VENDOR
OpticalInvoice_2024-07-18_18-29-24_29.pdf,(|,O
OpticalInvoice_2024-07-18_18-29-24_29.pdf,CGST,O
OpticalInvoice_2024-07-18_18-29-24_29.pdf,scst_,O
OpticalInvoice_2024-07-18_18-29-24_29.pdf,|,O
OpticalInvoice_2024-07-18_18-29-24_29.pdf,Amount,B-TAX
OpticalInvoice_2024-07-18_18-29-24_29.pdf,1,B-QUANTITY
OpticalInvoice_2024-07-18_18-29-24_29.pdf,,O
OpticalInvoice_2024-07-18_18-29-24_29.pdf,8674,B-QUANTITY
OpticalInvoice_2024-07-18_18-29-24_29.pdf,515.00,I-PRICE
OpticalInvoice_2024-07-18_18-29-24_29.pdf,20230615-815,O
OpticalInvoice_2024-07-18_18-29-24_29.pdf,12,B-QUANTITY
OpticalInvoice_2024-07-18_18-29-24_29.pdf,556.20,I-PRICE
OpticalInvoice_2024-07-18_18-29-24_29.pdf,556.20,I-PRICE
OpticalInvoice_2024-07-18_18-29-24_29.pdf,7292.40,I-PRICE
OpticalInvoice_2024-07-18_18-29-24_29.pdf,Fossil,I-VENDOR
OpticalInvoice_2024-07-18_18-29-24_29.pdf,Men’s,I-VENDOR
OpticalInvoice_2024-07-18_18-29-24_29.pdf,Square,I-VENDOR
OpticalInvoice_2024-07-18_18-29-24_29.pdf,Sunglasses,I-VENDOR
OpticalInvoice_2024-07-18_18-29-24_29.pdf,2,B-QUANTITY
OpticalInvoice_2024-07-18_18-29-24_29.pdf,Diesel,I-VENDOR
OpticalInvoice_2024-07-18_18-29-24_29.pdf,Women’s,I-VENDOR
OpticalInvoice_2024-07-18_18-29-24_29.pdf,Square,I-VENDOR
OpticalInvoice_2024-07-18_18-29-24_29.pdf,7593,B-QUANTITY
OpticalInvoice_2024-07-18_18-29-24_29.pdf,4040.00,I-PRICE
OpticalInvoice_2024-07-18_18-29-24_29.pdf,20230615-212,O
OpticalInvoice_2024-07-18_18-29-24_29.pdf,17,B-QUANTITY
OpticalInvoice_2024-07-18_18-29-24_29.pdf,6181.20,I-PRICE
OpticalInvoice_2024-07-18_18-29-24_29.pdf,|,O
OpticalInvoice_2024-07-18_18-29-24_29.pdf,6181.20,B-PRICE
OpticalInvoice_2024-07-18_18-29-24_29.pdf,81042.40,I-PRICE
OpticalInvoice_2024-07-18_18-29-24_29.pdf,Sunglasses,I-VENDOR
OpticalInvoice_2024-07-18_18-29-24_29.pdf,Armani,I-VENDOR
OpticalInvoice_2024-07-18_18-29-24_29.pdf,Exchange,I-VENDOR
OpticalInvoice_2024-07-18_18-29-24_29.pdf,Rectangular,I-VENDOR
OpticalInvoice_2024-07-18_18-29-24_29.pdf,|,O
OpticalInvoice_2024-07-18_18-29-24_29.pdf,76-5,O
OpticalInvoice_2024-07-18_18-29-24_29.pdf,3076.00,B-PRICE
OpticalInvoice_2024-07-18_18-29-24_29.pdf,20230615-869,O
OpticalInvoice_2024-07-18_18-29-24_29.pdf,3875.76,B-PRICE
OpticalInvoice_2024-07-18_18-29-24_29.pdf,|,O
OpticalInvoice_2024-07-18_18-29-24_29.pdf,3875.76,B-PRICE
OpticalInvoice_2024-07-18_18-29-24_29.pdf,50815.52,I-PRICE
OpticalInvoice_2024-07-18_18-29-24_29.pdf,Sunglasses,I-VENDOR
OpticalInvoice_2024-07-18_18-29-24_29.pdf,SUB,I-VENDOR
OpticalInvoice_2024-07-18_18-29-24_29.pdf,TOTAL,I-TAX
OpticalInvoice_2024-07-18_18-29-24_29.pdf,139150.32,I-PRICE
OpticalInvoice_2024-07-18_18-29-24_29.pdf,Discount,I-VENDOR
OpticalInvoice_2024-07-18_18-29-24_29.pdf,6957.52,I-PRICE
OpticalInvoice_2024-07-18_18-29-24_29.pdf,GRAND,I-VENDOR
OpticalInvoice_2024-07-18_18-29-24_29.pdf,TOTAL,I-TAX
OpticalInvoice_2024-07-18_18-29-24_29.pdf,132192.80,I-PRICE
OpticalInvoice_2024-07-18_18-29-24_29.pdf,Terms,O
OpticalInvoice_2024-07-18_18-29-24_29.pdf,&,O
OpticalInvoice_2024-07-18_18-29-24_29.pdf,Condition,O
OpticalInvoice_2024-07-18_18-29-24_29.pdf,1),O
OpticalInvoice_2024-07-18_18-29-24_29.pdf,Goods,B-VENDOR
OpticalInvoice_2024-07-18_18-29-24_29.pdf,once,O
OpticalInvoice_2024-07-18_18-29-24_29.pdf,sold,O
OpticalInvoice_2024-07-18_18-29-24_29.pdf,will,O
OpticalInvoice_2024-07-18_18-29-24_29.pdf,not,O
OpticalInvoice_2024-07-18_18-29-24_29.pdf,be,O
OpticalInvoice_2024-07-18_18-29-24_29.pdf,taken,O
OpticalInvoice_2024-07-18_18-29-24_29.pdf,back,O
OpticalInvoice_2024-07-18_18-29-24_29.pdf,or,O
OpticalInvoice_2024-07-18_18-29-24_29.pdf,exchanged,O
OpticalInvoice_2024-07-18_18-29-24_29.pdf,2),O
OpticalInvoice_2024-07-18_18-29-24_29.pdf,Any,B-VENDOR
OpticalInvoice_2024-07-18_18-29-24_29.pdf,warranty,O
OpticalInvoice_2024-07-18_18-29-24_29.pdf,claim,O
OpticalInvoice_2024-07-18_18-29-24_29.pdf,will,O
OpticalInvoice_2024-07-18_18-29-24_29.pdf,not,O
OpticalInvoice_2024-07-18_18-29-24_29.pdf,be,O
OpticalInvoice_2024-07-18_18-29-24_29.pdf,accepted,O
OpticalInvoice_2024-07-18_18-29-24_29.pdf,without,O
OpticalInvoice_2024-07-18_18-29-24_29.pdf,warranty,O
OpticalInvoice_2024-07-18_18-29-24_29.pdf,card,O
OpticalInvoice_2024-07-18_18-29-24_29.pdf,3),O
OpticalInvoice_2024-07-18_18-29-24_29.pdf,Payment,O
OpticalInvoice_2024-07-18_18-29-24_29.pdf,to,O
OpticalInvoice_2024-07-18_18-29-24_29.pdf,be,O
OpticalInvoice_2024-07-18_18-29-24_29.pdf,made,O
OpticalInvoice_2024-07-18_18-29-24_29.pdf,within,O
OpticalInvoice_2024-07-18_18-29-24_29.pdf,30,B-QUANTITY
OpticalInvoice_2024-07-18_18-29-24_29.pdf,days,O
133-Karan-Joshi.pdf,FROM,B-VENDOR
133-Karan-Joshi.pdf,BILL,I-VENDOR
133-Karan-Joshi.pdf,TO,I-VENDOR
133-Karan-Joshi.pdf,Vision,I-VENDOR
133-Karan-Joshi.pdf,Express,I-VENDOR
133-Karan-Joshi.pdf,Karan,I-VENDOR
133-Karan-Joshi.pdf,Joshi,I-CUSTOMER
133-Karan-Joshi.pdf,1st,O
133-Karan-Joshi.pdf,Floor,B-VENDOR
133-Karan-Joshi.pdf,Phoenix,I-VENDOR
133-Karan-Joshi.pdf,Marketcity,I-VENDOR
133-Karan-Joshi.pdf,34,B-QUANTITY
133-Karan-Joshi.pdf,Lotus,I-VENDOR
133-Karan-Joshi.pdf,Lane,B-ADDRESS
133-Karan-Joshi.pdf,Pune,I-ADDRESS
133-Karan-Joshi.pdf,Whitefield,I-VENDOR
133-Karan-Joshi.pdf,Main,I-VENDOR
133-Karan-Joshi.pdf,Road,B-ADDRESS
133-Karan-Joshi.pdf,Bangalore,I-ADDRESS
133-Karan-Joshi.pdf,-,O
133-Karan-Joshi.pdf,Maharashtra,B-ADDRESS
133-Karan-Joshi.pdf,India,I-VENDOR
133-Karan-Joshi.pdf,560066,B-ADDRESS
133-Karan-Joshi.pdf,INVOICE,I-VENDOR
133-Karan-Joshi.pdf,#,O
133-Karan-Joshi.pdf,INVOICE,B-VENDOR
133-Karan-Joshi.pdf,DATE,I-VENDOR
133-Karan-Joshi.pdf,P.0.#,I-VENDOR
133-Karan-Joshi.pdf,133,B-QUANTITY
133-Karan-Joshi.pdf,23/01/2023,B-DATE
133-Karan-Joshi.pdf,0223,B-QUANTITY
133-Karan-Joshi.pdf,ary,O
133-Karan-Joshi.pdf,DESCRIPTION,B-VENDOR
133-Karan-Joshi.pdf,UNIT,I-VENDOR
133-Karan-Joshi.pdf,PRICE,I-VENDOR
133-Karan-Joshi.pdf,AMOUNT,I-TAX
133-Karan-Joshi.pdf,2,B-QUANTITY
133-Karan-Joshi.pdf,Calvin,I-VENDOR
133-Karan-Joshi.pdf,Klein,I-VENDOR
133-Karan-Joshi.pdf,Aviator,I-VENDOR
133-Karan-Joshi.pdf,Sunglasses,I-VENDOR
133-Karan-Joshi.pdf,"2,199.00",O
133-Karan-Joshi.pdf,"5,598.00",O
133-Karan-Joshi.pdf,2,B-QUANTITY
133-Karan-Joshi.pdf,Emporio,I-VENDOR
133-Karan-Joshi.pdf,Armani,I-VENDOR
133-Karan-Joshi.pdf,Round,I-VENDOR
133-Karan-Joshi.pdf,Sunglasses,I-VENDOR
133-Karan-Joshi.pdf,"3,199.00",O
133-Karan-Joshi.pdf,"6,398.00",O
133-Karan-Joshi.pdf,Subtotal,B-TAX
133-Karan-Joshi.pdf,"11,996.00",O
133-Karan-Joshi.pdf,GST,O
133-Karan-Joshi.pdf,18.0%,O
133-Karan-Joshi.pdf,"2,159.28",O
133-Karan-Joshi.pdf,Total,B-TAX
133-Karan-Joshi.pdf,=,O
133-Karan-Joshi.pdf,"14,155.28",O
133-Karan-Joshi.pdf,Powered,B-VENDOR
133-Karan-Joshi.pdf,by,O
133-Karan-Joshi.pdf,Invoice,O
133-Karan-Joshi.pdf,Home,B-VENDOR
ApexInvoice_2024-07-18_18-27-52_65.pdf,APEX,B-VENDOR
ApexInvoice_2024-07-18_18-27-52_65.pdf,WEAR,I-VENDOR
ApexInvoice_2024-07-18_18-27-52_65.pdf,New,I-VENDOR
ApexInvoice_2024-07-18_18-27-52_65.pdf,Hind,I-VENDOR
ApexInvoice_2024-07-18_18-27-52_65.pdf,House,I-VENDOR
ApexInvoice_2024-07-18_18-27-52_65.pdf,Narottam,I-VENDOR
ApexInvoice_2024-07-18_18-27-52_65.pdf,Morarjee,I-VENDOR
ApexInvoice_2024-07-18_18-27-52_65.pdf,Marg,I-VENDOR
ApexInvoice_2024-07-18_18-27-52_65.pdf,Ballard,I-VENDOR
ApexInvoice_2024-07-18_18-27-52_65.pdf,Estate,I-VENDOR
ApexInvoice_2024-07-18_18-27-52_65.pdf,Tax,I-TAX
ApexInvoice_2024-07-18_18-27-52_65.pdf,Invoice,O
ApexInvoice_2024-07-18_18-27-52_65.pdf,Mumbai,B-ADDRESS
ApexInvoice_2024-07-18_18-27-52_65.pdf,Maharashtra,I-ADDRESS
ApexInvoice_2024-07-18_18-27-52_65.pdf,GSTIN:,I-VENDOR
ApexInvoice_2024-07-18_18-27-52_65.pdf,27AAACR7147G1ZQ,B-GST
ApexInvoice_2024-07-18_18-27-52_65.pdf,Bill,O
ApexInvoice_2024-07-18_18-27-52_65.pdf,To,O
ApexInvoice_2024-07-18_18-27-52_65.pdf,Invoice,O
ApexInvoice_2024-07-18_18-27-52_65.pdf,Details,B-VENDOR
ApexInvoice_2024-07-18_18-27-52_65.pdf,|State,O
ApexInvoice_2024-07-18_18-27-52_65.pdf,|,O
ApexInvoice_2024-07-18_18-27-52_65.pdf,Gujrat,B-VENDOR
ApexInvoice_2024-07-18_18-27-52_65.pdf,£1926,O
ApexInvoice_2024-07-18_18-27-52_65.pdf,GST,O
ApexInvoice_2024-07-18_18-27-52_65.pdf,No,B-VENDOR
ApexInvoice_2024-07-18_18-27-52_65.pdf,24BZWZL5462T1Z4,B-GST
ApexInvoice_2024-07-18_18-27-52_65.pdf,03-08-2023,B-DATE
ApexInvoice_2024-07-18_18-27-52_65.pdf,|,O
ApexInvoice_2024-07-18_18-27-52_65.pdf,Pan,O
ApexInvoice_2024-07-18_18-27-52_65.pdf,No,B-VENDOR
ApexInvoice_2024-07-18_18-27-52_65.pdf,|,O
ApexInvoice_2024-07-18_18-27-52_65.pdf,UAKGR7948L,O
ApexInvoice_2024-07-18_18-27-52_65.pdf,p,O
ApexInvoice_2024-07-18_18-27-52_65.pdf,RefNo,B-VENDOR
ApexInvoice_2024-07-18_18-27-52_65.pdf,[116,O
ApexInvoice_2024-07-18_18-27-52_65.pdf,06-08-2023,B-DATE
ApexInvoice_2024-07-18_18-27-52_65.pdf,Ship,I-VENDOR
ApexInvoice_2024-07-18_18-27-52_65.pdf,To,O
ApexInvoice_2024-07-18_18-27-52_65.pdf,|,O
ApexInvoice_2024-07-18_18-27-52_65.pdf,Station,B-VENDOR
ApexInvoice_2024-07-18_18-27-52_65.pdf,[Surat,O
ApexInvoice_2024-07-18_18-27-52_65.pdf,|,O
ApexInvoice_2024-07-18_18-27-52_65.pdf,Name,B-VENDOR
ApexInvoice_2024-07-18_18-27-52_65.pdf,|,O
ApexInvoice_2024-07-18_18-27-52_65.pdf,Aakash,B-VENDOR
ApexInvoice_2024-07-18_18-27-52_65.pdf,Mehta,I-CUSTOMER
ApexInvoice_2024-07-18_18-27-52_65.pdf,Blue,I-VENDOR
ApexInvoice_2024-07-18_18-27-52_65.pdf,Dart,I-VENDOR
ApexInvoice_2024-07-18_18-27-52_65.pdf,12,B-QUANTITY
ApexInvoice_2024-07-18_18-27-52_65.pdf,Diamond,I-VENDOR
ApexInvoice_2024-07-18_18-27-52_65.pdf,Enclave,I-VENDOR
ApexInvoice_2024-07-18_18-27-52_65.pdf,Ambawadi,I-VENDOR
ApexInvoice_2024-07-18_18-27-52_65.pdf,Road,B-ADDRESS
ApexInvoice_2024-07-18_18-27-52_65.pdf,Near,I-VENDOR
ApexInvoice_2024-07-18_18-27-52_65.pdf,Ambli,I-VENDOR
ApexInvoice_2024-07-18_18-27-52_65.pdf,BRTS,I-VENDOR
ApexInvoice_2024-07-18_18-27-52_65.pdf,Gujarat-380015,I-VENDOR
ApexInvoice_2024-07-18_18-27-52_65.pdf,Terms,O
ApexInvoice_2024-07-18_18-27-52_65.pdf,of,O
ApexInvoice_2024-07-18_18-27-52_65.pdf,Address,B-VENDOR
ApexInvoice_2024-07-18_18-27-52_65.pdf,30Days,O
ApexInvoice_2024-07-18_18-27-52_65.pdf,Payment,O
ApexInvoice_2024-07-18_18-27-52_65.pdf,GST,O
ApexInvoice_2024-07-18_18-27-52_65.pdf,No,B-VENDOR
ApexInvoice_2024-07-18_18-27-52_65.pdf,24BZWZL5462T1Z4,B-GST
ApexInvoice_2024-07-18_18-27-52_65.pdf,9506,B-QUANTITY
ApexInvoice_2024-07-18_18-27-52_65.pdf,[em,O
ApexInvoice_2024-07-18_18-27-52_65.pdf,”™~*~<~drtCSCS<iSYT,O
ApexInvoice_2024-07-18_18-27-52_65.pdf,«dC,O
ApexInvoice_2024-07-18_18-27-52_65.pdf,|,O
ApexInvoice_2024-07-18_18-27-52_65.pdf,Pee,B-VENDOR
ApexInvoice_2024-07-18_18-27-52_65.pdf,|,O
ApexInvoice_2024-07-18_18-27-52_65.pdf,rT,O
ApexInvoice_2024-07-18_18-27-52_65.pdf,|,O
ApexInvoice_2024-07-18_18-27-52_65.pdf,To,O
ApexInvoice_2024-07-18_18-27-52_65.pdf,Fossil,B-VENDOR
ApexInvoice_2024-07-18_18-27-52_65.pdf,Men's,I-VENDOR
ApexInvoice_2024-07-18_18-27-52_65.pdf,Aviator,I-VENDOR
ApexInvoice_2024-07-18_18-27-52_65.pdf,Sunglasses,I-VENDOR
ApexInvoice_2024-07-18_18-27-52_65.pdf,819.00,I-PRICE
ApexInvoice_2024-07-18_18-27-52_65.pdf,5369.00,I-PRICE
ApexInvoice_2024-07-18_18-27-52_65.pdf,John,I-VENDOR
ApexInvoice_2024-07-18_18-27-52_65.pdf,Jacobs,I-VENDOR
ApexInvoice_2024-07-18_18-27-52_65.pdf,Gold-Rimmed,I-VENDOR
ApexInvoice_2024-07-18_18-27-52_65.pdf,Aviator,I-VENDOR
ApexInvoice_2024-07-18_18-27-52_65.pdf,Sunglasses,I-VENDOR
ApexInvoice_2024-07-18_18-27-52_65.pdf,7290.00,I-PRICE
ApexInvoice_2024-07-18_18-27-52_65.pdf,47790.00,I-PRICE
ApexInvoice_2024-07-18_18-27-52_65.pdf,Fastrack,I-VENDOR
ApexInvoice_2024-07-18_18-27-52_65.pdf,Gradient,I-VENDOR
ApexInvoice_2024-07-18_18-27-52_65.pdf,Wayfarer,I-VENDOR
ApexInvoice_2024-07-18_18-27-52_65.pdf,Sunglasses,I-VENDOR
ApexInvoice_2024-07-18_18-27-52_65.pdf,9186.30,I-PRICE
ApexInvoice_2024-07-18_18-27-52_65.pdf,Sub,I-VENDOR
ApexInvoice_2024-07-18_18-27-52_65.pdf,Total,I-TAX
ApexInvoice_2024-07-18_18-27-52_65.pdf,83160.50,I-PRICE
ApexInvoice_2024-07-18_18-27-52_65.pdf,Terms,O
ApexInvoice_2024-07-18_18-27-52_65.pdf,&,O
ApexInvoice_2024-07-18_18-27-52_65.pdf,Conditions,B-VENDOR
ApexInvoice_2024-07-18_18-27-52_65.pdf,Discount,I-VENDOR
ApexInvoice_2024-07-18_18-27-52_65.pdf,4158.03,I-PRICE
ApexInvoice_2024-07-18_18-27-52_65.pdf,1,B-QUANTITY
ApexInvoice_2024-07-18_18-27-52_65.pdf,Goods,I-VENDOR
ApexInvoice_2024-07-18_18-27-52_65.pdf,once,O
ApexInvoice_2024-07-18_18-27-52_65.pdf,sold,O
ApexInvoice_2024-07-18_18-27-52_65.pdf,will,O
ApexInvoice_2024-07-18_18-27-52_65.pdf,not,O
ApexInvoice_2024-07-18_18-27-52_65.pdf,be,O
ApexInvoice_2024-07-18_18-27-52_65.pdf,taken,O
ApexInvoice_2024-07-18_18-27-52_65.pdf,back,O
ApexInvoice_2024-07-18_18-27-52_65.pdf,or,O
ApexInvoice_2024-07-18_18-27-52_65.pdf,exchanged,O
ApexInvoice_2024-07-18_18-27-52_65.pdf,2,B-QUANTITY
ApexInvoice_2024-07-18_18-27-52_65.pdf,Please,I-VENDOR
ApexInvoice_2024-07-18_18-27-52_65.pdf,make,O
ApexInvoice_2024-07-18_18-27-52_65.pdf,the,O
ApexInvoice_2024-07-18_18-27-52_65.pdf,payment,O
ApexInvoice_2024-07-18_18-27-52_65.pdf,within,O
ApexInvoice_2024-07-18_18-27-52_65.pdf,30,B-QUANTITY
ApexInvoice_2024-07-18_18-27-52_65.pdf,days,O
ApexInvoice_2024-07-18_18-27-52_65.pdf,Grand,B-VENDOR
ApexInvoice_2024-07-18_18-27-52_65.pdf,Total,I-TAX
ApexInvoice_2024-07-18_18-27-52_65.pdf,79002.48,I-PRICE
ApexInvoice_2024-07-18_18-27-52_65.pdf,Authorised,I-VENDOR
ApexInvoice_2024-07-18_18-27-52_65.pdf,signature,O
ApexInvoice_2024-07-18_18-27-52_65.pdf,Lo,B-VENDOR
PerfectVisionInvoice_2024-07-08_18-33-18_47.pdf,INVOICE,B-VENDOR
PerfectVisionInvoice_2024-07-08_18-33-18_47.pdf,,O
PerfectVisionInvoice_2024-07-08_18-33-18_47.pdf,,O
PerfectVisionInvoice_2024-07-08_18-33-18_47.pdf,Perfect,I-VENDOR
PerfectVisionInvoice_2024-07-08_18-33-18_47.pdf,Vision,I-VENDOR
PerfectVisionInvoice_2024-07-08_18-33-18_47.pdf,Opticals,I-VENDOR
PerfectVisionInvoice_2024-07-08_18-33-18_47.pdf,28,B-QUANTITY
PerfectVisionInvoice_2024-07-08_18-33-18_47.pdf,1st,O
PerfectVisionInvoice_2024-07-08_18-33-18_47.pdf,Floor,B-VENDOR
PerfectVisionInvoice_2024-07-08_18-33-18_47.pdf,2nd,O
PerfectVisionInvoice_2024-07-08_18-33-18_47.pdf,Cross,B-VENDOR
PerfectVisionInvoice_2024-07-08_18-33-18_47.pdf,1st,O
PerfectVisionInvoice_2024-07-08_18-33-18_47.pdf,Block,B-ADDRESS
PerfectVisionInvoice_2024-07-08_18-33-18_47.pdf,RT,I-VENDOR
PerfectVisionInvoice_2024-07-08_18-33-18_47.pdf,Nagar,B-ADDRESS
PerfectVisionInvoice_2024-07-08_18-33-18_47.pdf,Mumbai-400050,I-VENDOR
PerfectVisionInvoice_2024-07-08_18-33-18_47.pdf,GSTIN:,I-VENDOR
PerfectVisionInvoice_2024-07-08_18-33-18_47.pdf,28AJHCU1234L1ZA,B-GST
PerfectVisionInvoice_2024-07-08_18-33-18_47.pdf,PAN:,I-VENDOR
PerfectVisionInvoice_2024-07-08_18-33-18_47.pdf,RFRBG5397G,O
PerfectVisionInvoice_2024-07-08_18-33-18_47.pdf,Invoice,O
PerfectVisionInvoice_2024-07-08_18-33-18_47.pdf,No:,B-VENDOR
PerfectVisionInvoice_2024-07-08_18-33-18_47.pdf,30593,B-QUANTITY
PerfectVisionInvoice_2024-07-08_18-33-18_47.pdf,BILL,I-VENDOR
PerfectVisionInvoice_2024-07-08_18-33-18_47.pdf,TO,I-VENDOR
PerfectVisionInvoice_2024-07-08_18-33-18_47.pdf,Invoice,O
PerfectVisionInvoice_2024-07-08_18-33-18_47.pdf,Date:,B-VENDOR
PerfectVisionInvoice_2024-07-08_18-33-18_47.pdf,14-01-2021,B-DATE
PerfectVisionInvoice_2024-07-08_18-33-18_47.pdf,Ankita,I-VENDOR
PerfectVisionInvoice_2024-07-08_18-33-18_47.pdf,Verma,I-CUSTOMER
PerfectVisionInvoice_2024-07-08_18-33-18_47.pdf,P.O.No:,I-VENDOR
PerfectVisionInvoice_2024-07-08_18-33-18_47.pdf,4326,B-QUANTITY
PerfectVisionInvoice_2024-07-08_18-33-18_47.pdf,36,B-QUANTITY
PerfectVisionInvoice_2024-07-08_18-33-18_47.pdf,Cedar,I-VENDOR
PerfectVisionInvoice_2024-07-08_18-33-18_47.pdf,Street,B-ADDRESS
PerfectVisionInvoice_2024-07-08_18-33-18_47.pdf,P.O.Date:,I-VENDOR
PerfectVisionInvoice_2024-07-08_18-33-18_47.pdf,12-01-2021,B-DATE
PerfectVisionInvoice_2024-07-08_18-33-18_47.pdf,Mysore,I-VENDOR
PerfectVisionInvoice_2024-07-08_18-33-18_47.pdf,Ref,O
PerfectVisionInvoice_2024-07-08_18-33-18_47.pdf,No:,B-VENDOR
PerfectVisionInvoice_2024-07-08_18-33-18_47.pdf,5551,B-QUANTITY
PerfectVisionInvoice_2024-07-08_18-33-18_47.pdf,Pan,O
PerfectVisionInvoice_2024-07-08_18-33-18_47.pdf,No:,B-VENDOR
PerfectVisionInvoice_2024-07-08_18-33-18_47.pdf,UDDJA8551V,O
PerfectVisionInvoice_2024-07-08_18-33-18_47.pdf,Ref,O
PerfectVisionInvoice_2024-07-08_18-33-18_47.pdf,Date:,B-VENDOR
PerfectVisionInvoice_2024-07-08_18-33-18_47.pdf,14-01-2021,B-DATE
PerfectVisionInvoice_2024-07-08_18-33-18_47.pdf,Mobile,O
PerfectVisionInvoice_2024-07-08_18-33-18_47.pdf,No:,B-VENDOR
PerfectVisionInvoice_2024-07-08_18-33-18_47.pdf,9277117978,B-INVOICE
PerfectVisionInvoice_2024-07-08_18-33-18_47.pdf,Email:,I-VENDOR
PerfectVisionInvoice_2024-07-08_18-33-18_47.pdf,ankitaverma@gmail.com,B-EMAIL
PerfectVisionInvoice_2024-07-08_18-33-18_47.pdf,GSTIN:,I-VENDOR
PerfectVisionInvoice_2024-07-08_18-33-18_47.pdf,24PRFQK9652U1Z9,B-GST
PerfectVisionInvoice_2024-07-08_18-33-18_47.pdf,Description,O
PerfectVisionInvoice_2024-07-08_18-33-18_47.pdf,In,B-VENDOR
PerfectVisionInvoice_2024-07-08_18-33-18_47.pdf,Detail,I-VENDOR
PerfectVisionInvoice_2024-07-08_18-33-18_47.pdf,Code,O
PerfectVisionInvoice_2024-07-08_18-33-18_47.pdf,Qty,B-VENDOR
PerfectVisionInvoice_2024-07-08_18-33-18_47.pdf,Price,O
PerfectVisionInvoice_2024-07-08_18-33-18_47.pdf,IGST,O
PerfectVisionInvoice_2024-07-08_18-33-18_47.pdf,Discount,B-VENDOR
PerfectVisionInvoice_2024-07-08_18-33-18_47.pdf,Total,I-TAX
PerfectVisionInvoice_2024-07-08_18-33-18_47.pdf,Fastrack,I-VENDOR
PerfectVisionInvoice_2024-07-08_18-33-18_47.pdf,UV,I-VENDOR
PerfectVisionInvoice_2024-07-08_18-33-18_47.pdf,Protected,I-VENDOR
PerfectVisionInvoice_2024-07-08_18-33-18_47.pdf,Aviator,I-VENDOR
PerfectVisionInvoice_2024-07-08_18-33-18_47.pdf,3,B-QUANTITY
PerfectVisionInvoice_2024-07-08_18-33-18_47.pdf,Sunglasses,I-VENDOR
PerfectVisionInvoice_2024-07-08_18-33-18_47.pdf,9004,B-QUANTITY
PerfectVisionInvoice_2024-07-08_18-33-18_47.pdf,1,B-QUANTITY
PerfectVisionInvoice_2024-07-08_18-33-18_47.pdf,2554.00,I-PRICE
PerfectVisionInvoice_2024-07-08_18-33-18_47.pdf,18%,O
PerfectVisionInvoice_2024-07-08_18-33-18_47.pdf,127.70,B-PRICE
PerfectVisionInvoice_2024-07-08_18-33-18_47.pdf,2426.30,I-PRICE
PerfectVisionInvoice_2024-07-08_18-33-18_47.pdf,Fastrack,I-VENDOR
PerfectVisionInvoice_2024-07-08_18-33-18_47.pdf,Gradient,I-VENDOR
PerfectVisionInvoice_2024-07-08_18-33-18_47.pdf,Wayfarer,I-VENDOR
PerfectVisionInvoice_2024-07-08_18-33-18_47.pdf,3,B-QUANTITY
PerfectVisionInvoice_2024-07-08_18-33-18_47.pdf,Sunglasses,I-VENDOR
PerfectVisionInvoice_2024-07-08_18-33-18_47.pdf,9005,B-QUANTITY
